name,real_name,full_name,overall_score,history_text,powers_text,intelligence_score,strength_score,speed_score,durability_score,power_score,combat_score,superpowers,alter_egos,aliases,place_of_birth,first_appearance,creator,alignment,occupation,base,teams,relatives,gender,type_race,height,weight,eye_color,hair_color,skin_color,img,has_electrokinesis,has_energy_constructs,has_mind_control_resistance,has_matter_manipulation,has_telepathy_resistance,has_mind_control,has_enhanced_hearing,has_dimensional_travel,has_element_control,has_size_changing,has_fire_resistance,has_fire_control,has_dexterity,has_reality_warping,has_illusions,has_energy_beams,has_peak_human_condition,has_shapeshifting,has_heat_resistance,has_jump,has_self-sustenance,has_energy_absorption,has_cold_resistance,has_magic,has_telekinesis,has_toxin_and_disease_resistance,has_telepathy,has_regeneration,has_immortality,has_teleportation,has_force_fields,has_energy_manipulation,has_endurance,has_longevity,has_weapon-based_powers,has_energy_blasts,has_enhanced_senses,has_invulnerability,has_stealth,has_marksmanship,has_flight,has_accelerated_healing,has_weapons_master,has_intelligence,has_reflexes,has_super_speed,has_durability,has_stamina,has_agility,has_super_strength
Mystic Gale 348,Lila Rivers 348,Lila Rivers 348,60,A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for j,"Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipul",90,80,74,89,97,63,,,,,,,evil,,,,,,,,,,,,,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1
Neon Vortex 349,Arlo Sparks 349,Arlo Sparks 349,85,A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields ne,"Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super",87,95,80,97,91,31,,,,,,,evil,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0
Shadow Wraith 350,Eliot Vance 350,Eliot Vance 350,73,A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the po,"Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and s",82,83,55,53,76,39,,,,,,,neutral,,,,,,,,,,,,,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0
Captain Sol 351,Sarah Bright 351,Sarah Bright 351,78,A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers ,"Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, f",67,94,92,61,18,57,,,,,,,good,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0
Iron Fang 352,Victor Harlow 352,Victor Harlow 352,89,A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched st,"Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. ",69,92,94,62,24,38,,,,,,,good,,,,,,,,,,,,,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0
Mystic Gale 353,Lila Rivers 353,Lila Rivers 353,78,A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for j,"Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipul",60,52,81,88,41,44,,,,,,,neutral,,,,,,,,,,,,,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0
Neon Vortex 354,Arlo Sparks 354,Arlo Sparks 354,93,A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields ne,"Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super",85,100,57,96,3,17,,,,,,,good,,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0
Shadow Wraith 355,Eliot Vance 355,Eliot Vance 355,91,A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the po,"Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and s",76,54,63,59,22,51,,,,,,,neutral,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1
Captain Sol 356,Sarah Bright 356,Sarah Bright 356,56,A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers ,"Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, f",75,76,94,67,74,57,,,,,,,evil,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0
Iron Fang 357,Victor Harlow 357,Victor Harlow 357,85,A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched st,"Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. ",96,68,74,61,75,56,,,,,,,neutral,,,,,,,,,,,,,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0
Mystic Gale 358,Lila Rivers 358,Lila Rivers 358,82,A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for justice. A weather controller who uses her powers to fight for j,"Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipulation. Control over wind, flight, and weather manipul",79,70,79,92,87,39,,,,,,,evil,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
Neon Vortex 359,Arlo Sparks 359,Arlo Sparks 359,63,A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields neon energy to battle evil. A tech-savvy hero who wields ne,"Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super speed, and technological expertise. Energy constructs, super",100,98,72,53,45,1,,,,,,,neutral,,,,,,,,,,,,,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
Shadow Wraith 360,Eliot Vance 360,Eliot Vance 360,79,A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the power of shadows to protect the innocent. A mysterious figure who harnesses the po,"Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and stealth. Mastery of shadows, teleportation, and s",86,87,82,92,96,59,,,,,,,good,,,,,,,,,,,,,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1
Captain Sol 361,Sarah Bright 361,Sarah Bright 361,67,A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers after a life-altering accident. A brilliant scientist who gained extraordinary powers ,"Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, flight, and energy blasts. Solar energy manipulation, f",69,75,70,51,37,74,,,,,,,evil,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0
Iron Fang 362,Victor Harlow 362,Victor Harlow 362,58,A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched strength and agility. A genetically enhanced warrior with unmatched st,"Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. Enhanced senses, strength, and agility. ",85,91,88,88,61,26,,,,,,,good,,,,,,,,,,,,,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0
